GeneSymbol	Mov10_kd_2	Mov10_kd_3	Mov10_oe_1	Mov10_oe_2	Mov10_oe_3	Irrel_kd_1	Irrel_kd_2	Irrel_kd_3
SLC7A11	1280	927	2107	1841	1375	1489	1269	1056
SLC7A13	0	0	0	0	0	0	0	0
SLC7A14	0	0	0	0	0	0	0	1
SLC7A2	2253	1408	1845	1607	1116	1505	1336	980
SLC7A3	3	3	0	1	0	0	3	2
SLC7A4	0	0	0	0	0	0	0	0
SLC7A5	4585	2906	2977	2986	1615	3795	3070	2510
SLC7A5P1	55	37	18	28	10	36	19	14
SLC7A5P2	63	41	52	57	39	32	23	13
SLC7A6	1970	1207	1686	1581	820	2049	1733	1328
SLC7A6OS	505	293	347	310	197	322	294	206
SLC7A7	15	5	24	23	10	26	22	17
SLC7A8	797	521	585	573	278	715	660	514
SLC7A9	17	6	6	1	1	5	1	3
SLC8A1	591	385	469	411	260	603	514	431
SLC8A2	56	36	36	30	19	37	23	19
SLC8A3	12	11	29	29	12	12	15	10
SLC9A1	1841	1066	1089	1110	533	945	904	681
SLC9A10	0	0	1	0	1	0	1	4
SLC9A11	2	0	2	1	1	1	5	2
SLC9A2	121	68	141	124	81	170	126	119
SLC9A3	1	1	3	0	2	3	0	3
SLC9A3R1	2456	1390	1364	1370	631	1511	1314	1028
SLC9A3R2	705	448	598	615	280	569	479	413
SLC9A4	0	0	0	0	0	0	0	1
SLC9A5	186	126	192	201	115	122	123	109
SLC9A6	1668	1001	1274	1153	683	1261	1074	859
SLC9A7	215	145	263	259	126	228	211	149
SLC9A7P1	103	67	108	94	54	92	95	81
SLC9A8	1116	635	645	556	302	659	603	495
SLC9A9	127	69	163	146	94	89	97	72
SLC9B1	20	7	7	17	8	11	2	8
SLC9B2	707	426	432	411	226	520	481	326
SLCO1A2	4	1	10	4	2	6	5	1
SLCO1B1	0	0	1	1	0	0	0	0
SLCO1B3	1	0	0	0	0	0	0	1
SLCO1B7	0	0	0	0	0	0	0	0
SLCO1C1	1	0	0	1	0	0	1	0
SLCO2A1	164	136	350	330	155	134	135	102
SLCO2B1	1	1	0	0	0	0	2	0
SLCO3A1	312	218	272	230	151	248	211	177
SLCO4A1	425	271	339	311	163	328	310	206
SLCO4C1	194	154	371	320	190	209	232	173
SLCO5A1	133	82	153	135	81	103	97	67
SLCO6A1	2	0	7	6	2	6	3	2
SLED1	1	0	0	0	1	0	0	0
SLFN11	6306	4425	6808	6273	4202	5005	4740	3640
SLFN12	0	0	0	0	3	1	1	0
SLFN12L	0	0	0	0	0	1	0	2
SLFN13	228	131	227	221	117	187	146	99
SLFN14	7	4	5	9	1	6	0	2
SLFN5	423	258	596	600	324	233	203	166
SLFNL1	3	2	4	4	1	5	1	1
SLIRP	2419	1359	1403	1482	758	1624	1319	1007
SLIT1	168	88	175	133	69	120	84	89
SLIT2	13194	8187	12137	10527	6647	10507	8475	6410
SLIT2-IT1	20	7	30	10	12	20	10	12
SLIT3	113	85	267	277	126	99	67	65
SLITRK1	3	3	11	7	6	2	6	1
SLITRK2	0	0	0	0	0	1	1	0
SLITRK3	212	130	226	223	129	179	133	126
SLITRK4	0	0	0	0	0	0	2	0
SLITRK5	2048	1307	1861	1755	980	1488	1369	1068
SLITRK6	13	4	42	44	32	21	22	21
SLK	5693	3353	3685	3468	2328	3315	3088	2245
SLMAP	3287	1798	2071	1789	1192	1952	1704	1276
SLMO1	148	94	148	149	85	116	110	83
SLMO2	4466	2724	3187	2777	1893	3280	2866	1953
SLMO2-ATP5E	0	0	0	0	0	0	0	1
SLN	0	1	2	5	1	1	3	2
SLPI	3	0	7	4	1	6	4	2
SLTM	4771	2829	3004	2473	1712	3351	2923	2245
SLU7	5347	2983	3576	3143	1898	3372	3055	2173
SLURP1	0	0	0	0	0	0	0	0
SLX1A	0	0	0	0	0	0	0	0
SLX1A-SULT1A3	0	0	0	0	0	0	0	0
SLX1B	0	0	0	0	0	0	0	0
SLX1B-SULT1A4	0	0	0	0	0	0	0	0
SLX4	1099	610	779	710	393	677	656	492
SMA4	1	0	0	0	0	0	2	0
SMA5	10	0	0	5	0	5	3	0
SMAD1	1508	769	864	760	458	943	803	640
SMAD2	2064	1224	1610	1465	956	1748	1472	1086
SMAD3	3158	1823	2048	2020	1168	2043	1783	1489
SMAD4	2707	1594	2136	1957	1231	1961	1659	1250
SMAD5	7931	4860	7062	6118	4226	5062	4385	3424
SMAD5-AS1	19	8	9	18	4	7	7	4
SMAD6	1824	939	869	863	380	952	835	591
SMAD7	1626	841	655	651	403	765	618	492
SMAD9	1363	754	988	952	575	903	823	619
SMAGP	243	150	264	251	141	176	146	108
SMAP1	3198	1873	2240	2072	1159	2300	1992	1491
SMAP2	1936	1216	2167	2071	1121	1547	1387	1082
SMARCA1	3209	2160	2927	2679	1782	2050	1900	1478
SMARCA2	1667	1009	1024	1004	620	984	826	739
SMARCA4	15736	8874	8515	8349	4219	9954	8411	6595
SMARCA5	9151	5430	7455	6514	4408	8011	6729	4949
SMARCAD1	4951	3011	3074	2665	1819	3375	2877	2141
SMARCAL1	1853	1035	1111	1030	541	1193	1075	813
SMARCB1	6417	3757	3753	3695	1701	4944	4063	3239
SMARCC1	14619	8271	7790	6884	4441	10065	8394	6571
SMARCC2	4995	3185	4034	4007	2216	3725	3324	2753
SMARCD1	7474	4215	4139	3985	2107	4697	3907	3061
SMARCD2	4336	2481	2548	2471	1326	2530	2227	1709
SMARCD3	1636	1051	1144	1163	578	1073	982	883
SMARCE1	8282	4850	5206	4668	2776	5432	4657	3592
SMC1A	35291	21182	23030	20409	12562	25417	22181	16889
SMC1B	0	0	0	0	0	0	0	1
SMC2	5348	3163	4321	3838	2640	4162	3552	2648
SMC3	9626	5845	5744	5147	3440	6595	5601	4124
SMC4	18840	11232	13953	12158	8757	13222	11791	8450
SMC5	3122	1822	2076	1703	1317	1819	1650	1224
SMC6	3434	2005	2247	1943	1360	2164	1901	1368
SMCHD1	4362	2597	2592	2264	1609	2477	2399	1665
SMCP	0	0	1	0	0	0	1	0
SMCR5	4	5	3	3	2	2	1	3
SMCR7	662	401	465	446	229	543	465	378
SMCR7L	6456	3745	4261	3853	2207	4684	3920	3103
SMCR8	4354	2380	2777	2631	1451	3122	2814	2048
SMCR9	3	0	3	3	4	2	0	1
SMEK1	7137	4095	4165	3655	2515	4202	3686	2735
SMEK2	3292	1873	2719	2307	1720	2780	2622	1854
SMEK3P	1	0	1	1	0	0	0	0
SMG1	6946	4257	5265	4191	2618	4294	3981	2923
SMG5	9755	5675	5294	5191	2784	6396	5296	4192
SMG6	2439	1346	1302	1280	632	1756	1450	1136
SMG7	6493	3731	3822	3343	1902	4329	3867	3045
SMG8	3339	1839	1638	1559	873	1891	1622	1225
SMG9	2472	1455	1366	1373	646	1728	1488	1074
SMN1	0	0	0	0	0	0	0	0
SMN2	0	0	0	0	0	0	0	0
SMNDC1	3322	1909	2333	2137	1415	2198	1834	1270
SMO	1900	1161	1647	1498	792	1349	1048	922
SMOC1	1939	1207	1127	1035	566	1260	939	751
SMOC2	5	10	22	19	7	9	3	2
SMOX	356	196	292	293	141	213	174	158
SMPD1	371	206	424	368	185	352	318	217
SMPD2	440	263	331	281	158	374	294	258
SMPD3	46	25	33	28	17	12	24	18
SMPD4	4663	2705	2837	2841	1481	2799	2486	1873
SMPDL3A	335	217	317	315	197	230	220	147
SMPDL3B	632	381	397	439	203	421	292	275
SMPX	8	3	2	6	1	4	1	1
SMR3A	0	0	0	0	0	0	0	0
SMR3B	0	0	0	0	0	0	0	0
SMS	2077	1209	1457	1350	941	1531	1407	1059
SMTN	740	474	521	579	267	545	506	355
SMTNL1	1	0	1	1	2	0	1	0
SMTNL2	89	73	154	166	87	92	72	54
SMU1	2442	1347	1576	1349	885	1894	1551	1123
SMUG1	1226	707	829	744	366	858	645	557
SMURF1	1702	1012	1324	1300	778	1229	1156	881
SMURF2	2841	1652	2050	1791	1128	1925	1634	1258
SMYD1	2	2	1	1	2	0	2	0
SMYD2	1363	759	961	819	463	895	795	595
SMYD3	246	143	231	240	134	171	150	120
SMYD4	1397	795	1109	1048	592	1158	965	713
SMYD5	1687	999	948	820	447	1223	1017	752
SNAI1	254	89	91	99	46	134	94	75
SNAI2	285	158	181	161	107	97	75	60
SNAI3	20	10	27	24	13	28	28	14
SNAP23	2547	1535	1606	1498	872	1940	1596	1215
SNAP25	105	50	152	129	83	32	25	27
SNAP29	2781	1561	1451	1358	795	1902	1657	1203
SNAP47	2147	1322	1694	1645	815	1621	1291	1021
SNAP91	330	208	501	478	302	436	359	266
SNAPC1	1109	653	881	778	502	653	520	390
SNAPC2	355	209	269	255	130	329	254	223
SNAPC3	1458	859	1332	1158	771	1108	891	696
SNAPC4	2331	1390	1130	1085	561	1282	1083	920
SNAPC5	455	293	330	291	165	321	258	195
SNAPIN	2198	1251	1300	1297	672	1469	1228	970
SNAR-A1	0	0	0	0	0	0	0	0
SNAR-A10	0	0	0	0	0	0	0	0
SNAR-A11	0	0	0	0	0	0	0	0
SNAR-A12	0	0	0	0	0	0	0	0
SNAR-A13	0	0	0	0	0	0	0	0
SNAR-A14	0	0	0	0	0	0	0	0
SNAR-A2	0	0	0	0	0	0	0	0
SNAR-A3	0	0	0	0	0	0	0	0
SNAR-A4	0	0	0	0	0	0	0	0
SNAR-A5	0	0	0	0	0	0	0	0
SNAR-A6	0	0	0	0	0	0	0	0
SNAR-A7	0	0	0	0	0	0	0	0
SNAR-A8	0	0	0	0	0	0	0	0
SNAR-A9	0	0	0	0	0	0	0	0
SNAR-B1	0	0	0	0	0	0	0	0
SNAR-B2	0	0	0	0	0	0	0	0
SNAR-C1	0	0	0	0	0	0	0	0
SNAR-C2	0	0	0	0	0	0	0	0
SNAR-C3	0	0	0	0	0	0	0	0
SNAR-C4	0	0	0	0	0	0	0	0
SNAR-C5	0	0	0	0	0	0	0	0
SNAR-D	0	0	0	0	0	0	0	0
SNAR-E	2	0	0	0	1	0	0	0
SNAR-F	0	0	0	0	0	0	0	0
SNAR-G1	0	0	0	0	0	0	0	0
SNAR-G2	0	0	0	0	0	0	0	0
SNAR-H	0	0	0	0	0	0	0	0
SNAR-I	0	0	0	0	0	0	0	0
SNCA	477	287	537	518	338	460	412	313
SNCAIP	129	72	206	181	107	135	137	103
SNCB	58	52	69	66	31	71	58	51
SNCG	10	6	19	30	14	12	8	4
SND1	6388	3924	4690	4478	2350	4244	3648	2961
SND1-IT1	0	0	5	3	1	0	3	0
SNED1	64	65	72	79	44	23	42	25
SNF8	3313	2000	2115	2034	1170	2519	2070	1715
SNHG1	7849	4581	5552	5204	2791	5235	4485	3379
SNHG10	373	220	424	414	211	335	270	230
SNHG11	452	249	345	314	186	340	287	212
SNHG12	1104	567	709	696	416	641	571	442
SNHG15	2984	1573	2526	2439	1414	1416	1206	1005
SNHG3	2982	1678	2666	2482	1427	2521	2151	1642
SNHG4	809	477	674	657	363	686	599	473
SNHG5	2008	1155	1504	1432	808	1338	1109	855
SNHG6	1273	680	885	883	536	895	722	579
SNHG7	1188	741	1052	1092	546	1056	817	743
SNHG8	1089	626	866	805	559	761	585	510
SNHG9	147	74	86	103	72	113	83	48
SNIP1	1554	890	899	836	500	911	846	589
SNN	1011	591	518	481	300	573	495	400
SNORA1	14	16	17	10	7	12	17	10
SNORA10	71	41	65	70	30	70	42	42
SNORA11	2	0	9	8	10	6	4	2
SNORA11B	0	0	0	0	0	0	0	0
SNORA11C	0	0	0	0	0	0	0	0
SNORA11D	0	0	0	0	0	0	0	0
SNORA11E	0	0	0	0	0	0	0	0
SNORA12	6	5	4	3	4	5	1	6
SNORA13	21	8	12	8	6	17	7	10
SNORA14A	3	2	3	2	1	3	1	1
SNORA14B	75	45	19	20	15	40	42	32
SNORA15	7	3	2	6	4	7	4	2
SNORA16A	30	11	16	12	14	21	27	11
SNORA16B	3	5	5	1	2	1	1	0
SNORA17	0	0	0	0	0	0	0	0
SNORA18	124	66	98	96	53	86	70	48
SNORA19	6	6	4	7	5	3	5	4
SNORA20	15	9	17	12	7	15	15	8
SNORA21	61	43	59	48	44	43	41	31
SNORA22	10	2	14	7	3	7	4	2
SNORA23	8	8	10	5	6	4	10	3
SNORA24	24	12	14	12	7	17	16	6
SNORA25	54	29	55	29	32	35	30	31
SNORA26	33	9	14	14	11	31	28	26
SNORA27	32	15	21	20	20	29	25	20
SNORA28	30	8	14	13	9	15	9	10
SNORA29	32	20	41	21	19	15	15	18
SNORA2A	5	3	7	6	5	3	1	5
SNORA2B	11	4	3	7	3	6	2	3
SNORA3	50	32	18	21	10	38	21	25
SNORA30	3	1	1	1	0	1	2	0
SNORA31	23	12	13	13	7	19	14	6
SNORA32	57	25	50	43	41	38	43	24
SNORA33	83	46	70	58	42	67	53	35
SNORA34	7	5	6	5	2	6	1	1
SNORA35	0	0	0	0	0	0	0	0
SNORA36A	6	3	10	8	7	7	4	4
SNORA36B	0	0	1	0	0	0	1	0
SNORA36C	0	0	0	0	0	0	0	0
SNORA37	0	0	0	0	1	0	2	0
SNORA38	5	1	7	2	3	1	1	2
SNORA38B	3	3	1	1	3	1	3	2
SNORA39	10	6	7	8	2	4	4	3
SNORA4	78	41	87	86	55	41	50	32
SNORA40	214	136	134	162	97	121	127	84
SNORA41	38	24	28	25	16	25	20	17
SNORA42	3	2	7	7	3	4	6	8
SNORA43	0	0	0	0	0	0	0	0
SNORA44	50	16	28	14	15	43	24	19
SNORA45	55	23	25	47	29	45	39	29
SNORA46	1	1	1	0	0	2	1	0
SNORA47	9	8	9	14	8	14	6	9
SNORA48	66	33	52	54	25	36	23	16
SNORA49	1	1	1	2	0	1	0	2
SNORA50	6	4	5	1	2	2	2	1
SNORA51	53	30	25	22	15	23	17	16
SNORA52	50	24	43	45	13	26	24	32
SNORA53	18	16	7	12	5	8	3	2
SNORA54	5	1	4	0	2	4	5	0
SNORA55	37	21	22	29	14	29	17	18
SNORA56	21	9	26	23	18	20	14	13
SNORA57	9	3	11	8	2	7	9	4
SNORA58	10	3	2	7	4	6	6	3
SNORA59A	0	0	0	0	0	0	0	0
SNORA59B	0	0	0	0	0	0	0	0
SNORA5A	13	13	10	8	2	15	6	6
SNORA5B	4	2	1	2	3	2	2	2
SNORA5C	16	9	18	14	6	18	6	6
SNORA6	115	58	64	54	37	75	72	64
SNORA60	15	7	13	14	9	10	12	8
SNORA61	111	54	66	68	52	110	88	62
SNORA62	80	52	60	53	31	50	60	39
SNORA63	106	55	121	109	72	83	52	52
SNORA64	116	84	141	171	65	109	80	64
SNORA65	18	9	20	22	9	14	13	9
SNORA66	33	19	29	18	17	28	22	23
SNORA67	321	192	159	148	67	146	113	97
SNORA68	104	47	60	68	35	28	40	16
SNORA69	41	16	23	21	12	38	20	20
SNORA70	253	154	129	138	81	197	171	154
SNORA70B	0	0	0	0	0	0	0	0
SNORA70C	0	0	0	0	0	0	0	0
SNORA70D	0	0	0	0	0	0	1	0
SNORA70E	0	0	0	0	1	0	0	0
SNORA70F	0	2	0	0	1	1	2	1
SNORA70G	0	0	0	0	0	0	0	0
SNORA71A	28	23	26	20	10	18	18	12
SNORA71B	31	19	27	25	16	21	16	20
SNORA71C	107	54	45	41	22	63	46	37
SNORA71D	3	2	1	2	1	0	4	1
SNORA72	20	10	23	16	6	23	6	15
SNORA74A	2	4	4	3	1	5	4	1
SNORA74B	0	0	6	0	1	2	0	0
SNORA75	21	7	10	11	6	11	9	3
SNORA76	29	21	21	18	16	26	25	14
SNORA77	4	3	2	1	0	6	5	5
SNORA78	6	3	7	6	5	7	8	4
SNORA79	2	2	1	0	0	1	0	0
SNORA7A	0	0	0	0	0	0	0	0
SNORA7B	8	1	5	6	5	6	10	7
SNORA8	86	45	75	74	42	55	56	35
SNORA80	2	0	1	0	0	4	0	0
SNORA80B	15	9	13	9	5	8	9	4
SNORA81	67	36	65	51	40	51	43	30
SNORA84	2	1	1	0	0	1	1	0
SNORA9	87	46	60	65	40	64	58	45
SNORD10	91	40	47	62	24	49	50	26
SNORD100	37	16	24	16	17	28	18	8
SNORD101	43	33	29	21	21	33	28	25
SNORD102	34	20	36	41	24	20	25	14
SNORD103A	0	0	0	0	0	0	0	0
SNORD103B	0	0	0	0	0	0	0	0
SNORD104	77	49	54	43	14	46	49	43
SNORD105	7	3	2	4	2	3	2	1
SNORD105B	4	0	2	2	1	2	0	0
SNORD107	0	0	0	0	0	0	0	0
SNORD108	0	0	0	0	0	0	0	0
SNORD109A	0	0	0	0	0	0	0	0
SNORD109B	0	0	0	0	0	0	0	0
SNORD11	22	14	14	10	8	11	6	5
SNORD110	87	41	85	78	42	62	43	32
SNORD111	2	0	0	0	1	2	0	1
SNORD111B	0	1	0	0	0	0	0	0
SNORD113-1	0	0	0	0	0	0	0	0
SNORD113-2	0	0	0	0	0	0	0	0
SNORD113-4	0	0	0	0	0	0	0	0
SNORD113-5	0	0	0	0	0	0	0	0
SNORD113-6	0	0	0	0	0	0	0	0
SNORD113-7	0	0	0	0	0	0	0	0
SNORD113-9	0	0	0	0	0	0	0	0
SNORD114-1	0	0	0	0	0	0	0	0
SNORD114-10	0	0	0	0	0	1	0	0
SNORD114-11	0	0	0	0	0	0	0	0
SNORD114-12	0	0	0	0	0	0	0	0
SNORD114-13	0	0	0	0	0	0	0	0
SNORD114-14	0	0	0	0	0	0	0	0
SNORD114-15	0	0	0	0	0	0	0	0
SNORD114-16	0	0	0	0	0	0	0	0
SNORD114-17	0	0	0	0	0	0	0	0
SNORD114-18	0	0	0	0	0	0	0	0
SNORD114-19	0	0	0	0	0	0	0	0
SNORD114-2	0	0	0	0	0	0	0	0
SNORD114-20	0	0	0	0	0	0	0	0
SNORD114-21	0	0	0	0	0	0	0	0
SNORD114-22	0	0	0	0	0	0	0	0
SNORD114-23	0	0	0	0	0	0	0	0
SNORD114-24	0	0	0	0	0	0	0	0
SNORD114-25	1	0	0	0	0	0	0	0
SNORD114-26	0	0	0	0	0	0	0	0
SNORD114-27	0	0	0	0	0	0	0	0
SNORD114-28	0	0	0	0	0	0	0	0
SNORD114-29	0	0	0	0	0	0	0	0
SNORD114-3	0	0	0	0	0	0	0	0
SNORD114-30	0	0	0	0	0	0	0	0
SNORD114-31	0	0	0	0	0	0	0	0
SNORD114-4	0	0	0	0	0	0	0	0
SNORD114-5	0	0	0	0	0	0	0	0
SNORD114-6	0	0	0	0	0	0	0	0
SNORD114-7	0	0	0	0	0	0	0	0
SNORD114-8	0	0	0	0	0	0	0	0
SNORD114-9	0	0	0	0	0	0	0	0
SNORD115-1	0	0	0	0	0	0	0	0
SNORD115-10	0	0	0	0	0	0	0	0
SNORD115-11	0	0	0	0	0	0	0	0
SNORD115-12	0	0	0	0	0	0	0	0
SNORD115-13	0	0	0	0	0	0	0	0
SNORD115-14	0	0	0	0	0	0	0	0
SNORD115-15	0	0	0	0	0	0	0	0
SNORD115-16	0	0	0	0	0	0	0	0
SNORD115-17	0	0	0	0	0	0	0	0
SNORD115-18	0	0	0	0	0	0	0	0
SNORD115-19	0	0	0	0	0	0	0	0
SNORD115-2	0	0	0	0	0	0	0	0
SNORD115-20	0	0	0	0	0	0	0	0
SNORD115-21	0	0	0	0	0	0	0	0
SNORD115-22	0	0	0	0	0	0	0	0
SNORD115-23	0	0	0	0	0	0	0	0
SNORD115-24	0	0	0	0	0	0	0	0
SNORD115-25	0	0	0	0	0	0	0	0
SNORD115-26	0	0	0	0	0	0	0	0
SNORD115-27	0	0	0	0	0	0	0	0
SNORD115-28	0	0	0	0	0	0	0	0
SNORD115-29	0	0	0	0	0	0	0	0
SNORD115-3	0	0	0	0	0	0	0	0
SNORD115-30	0	0	0	0	0	0	0	0
SNORD115-31	0	0	0	0	0	0	0	0
SNORD115-32	0	0	0	0	0	0	0	0
SNORD115-33	0	0	0	0	0	0	0	0
SNORD115-34	0	0	0	0	0	0	0	0
SNORD115-35	0	0	0	0	0	0	0	0
SNORD115-36	0	0	0	0	0	0	0	0
SNORD115-37	0	0	0	0	0	0	0	0
SNORD115-38	0	0	0	0	0	0	0	0
SNORD115-39	0	0	0	0	0	0	0	0
SNORD115-4	0	0	0	0	0	0	0	0
SNORD115-40	0	0	0	0	0	0	0	0
SNORD115-41	0	0	0	0	0	0	0	0
SNORD115-42	0	0	0	0	0	0	0	0
SNORD115-43	0	0	0	0	0	0	0	0
SNORD115-44	0	0	0	0	0	0	0	0
SNORD115-45	0	0	0	0	0	0	0	0
SNORD115-47	0	0	0	0	0	0	0	0
SNORD115-48	0	0	0	0	0	0	0	0
SNORD115-5	0	0	0	0	0	0	0	0
SNORD115-6	0	0	0	0	0	0	0	0
SNORD115-7	0	0	0	0	0	0	0	0
SNORD115-8	0	0	0	0	0	0	0	0
SNORD115-9	0	0	0	0	0	0	0	0
SNORD116-1	0	0	0	0	0	0	0	0
SNORD116-10	0	0	0	0	0	0	0	0
SNORD116-11	0	0	0	0	0	0	0	0
SNORD116-12	0	0	0	0	0	0	0	0
SNORD116-13	0	0	0	0	0	0	0	0
SNORD116-14	0	0	0	0	0	0	0	0
SNORD116-15	0	0	0	0	0	0	0	0
SNORD116-16	0	0	0	0	0	0	0	0
SNORD116-17	0	0	0	0	0	0	0	0
SNORD116-18	0	0	0	0	0	0	0	0
SNORD116-19	0	0	0	0	0	0	0	0
SNORD116-2	0	0	0	0	0	0	0	0
SNORD116-20	0	0	0	0	0	0	0	0
SNORD116-21	0	0	0	0	0	0	0	0
SNORD116-22	0	0	0	0	0	0	0	0
SNORD116-23	0	0	0	0	0	0	0	0
SNORD116-24	0	0	0	0	0	0	0	0
SNORD116-25	0	0	0	0	0	0	0	0
SNORD116-26	0	0	0	0	0	0	0	0
SNORD116-27	0	0	0	0	0	0	0	0
SNORD116-28	0	0	0	0	0	0	0	0
SNORD116-29	0	0	0	0	0	0	0	0
SNORD116-3	0	0	0	0	0	0	0	0
SNORD116-4	0	0	0	0	0	0	0	0
SNORD116-5	0	0	0	0	0	0	0	0
SNORD116-6	0	0	0	0	0	0	0	0
SNORD116-7	0	0	0	0	0	0	0	0
SNORD116-8	0	0	0	0	0	0	0	0
SNORD116-9	0	0	0	0	0	0	0	0
SNORD117	15	6	31	24	13	12	10	7
SNORD119	27	21	22	15	11	11	9	13
SNORD11B	3	1	2	2	1	0	2	1
SNORD12	40	24	31	34	18	25	34	22
SNORD121A	2	0	1	0	1	1	0	1
SNORD121B	0	0	0	0	0	0	0	0
SNORD123	0	0	0	0	0	0	0	0
SNORD124	0	0	0	0	0	0	0	0
SNORD125	0	0	0	0	0	0	0	0
SNORD126	1	1	0	0	0	0	0	1
SNORD127	3	0	2	5	3	2	2	0
SNORD12B	18	10	13	10	10	10	13	13
SNORD12C	3	6	5	6	4	3	4	2
SNORD15A	23	13	25	18	11	14	7	9
SNORD15B	42	20	18	14	15	18	18	7
SNORD16	29	19	17	12	13	20	13	10
SNORD17	95	58	45	40	25	68	61	44
SNORD18A	13	9	7	8	2	7	2	5
SNORD18B	17	13	16	21	18	15	9	6
SNORD18C	57	26	41	39	26	20	22	33
SNORD19	25	14	35	33	9	29	19	18
SNORD19B	56	55	52	53	42	49	37	37
SNORD1A	38	13	26	19	8	18	17	7
SNORD1B	11	8	16	5	3	8	6	8
SNORD1C	38	19	24	20	8	17	28	15
SNORD2	117	77	90	65	50	79	63	59
SNORD20	15	10	14	12	11	11	13	8
SNORD21	43	23	32	32	13	24	28	9
SNORD22	149	70	116	97	72	88	68	50
SNORD23	97	68	46	50	35	89	71	38
SNORD24	20	8	26	15	10	19	10	9
SNORD25	99	43	74	70	40	52	32	32
SNORD26	89	64	78	74	53	70	42	50
SNORD27	102	73	69	75	51	62	39	48
SNORD28	103	61	95	82	30	58	65	47
SNORD29	109	81	115	93	69	96	67	68
SNORD30	82	53	67	54	39	45	50	33
SNORD31	96	52	57	81	39	49	51	34
SNORD32A	84	33	52	32	27	58	50	47
SNORD32B	0	0	0	0	0	0	0	0
SNORD33	26	14	28	24	8	20	11	16
SNORD34	61	29	40	44	14	53	35	23
SNORD35A	59	37	36	39	23	54	50	29
SNORD35B	148	61	87	89	35	93	79	55
SNORD36A	257	154	279	271	145	147	111	100
SNORD36B	29	19	31	20	7	22	15	24
SNORD36C	80	53	69	63	25	65	43	38
SNORD37	21	6	11	7	3	4	1	2
SNORD38A	52	19	40	43	13	25	16	22
SNORD38B	83	68	89	82	42	73	53	42
SNORD41	1	0	2	1	0	0	1	0
SNORD42A	44	13	37	26	14	27	22	23
SNORD42B	22	17	22	27	11	14	8	9
SNORD43	15	13	14	19	14	8	10	9
SNORD44	78	58	109	99	67	85	57	53
SNORD45A	52	30	24	22	19	18	17	16
SNORD45B	46	34	30	25	27	29	19	18
SNORD45C	41	22	19	19	16	20	18	9
SNORD46	56	28	41	46	16	25	15	21
SNORD47	141	66	127	142	98	91	89	67
SNORD48	35	22	31	36	14	19	34	18
SNORD49A	16	13	14	22	19	16	12	17
SNORD49B	7	2	10	11	3	12	8	12
SNORD4A	61	42	55	48	16	45	35	39
SNORD4B	30	15	38	32	18	25	19	11
SNORD5	81	43	74	84	69	46	26	31
SNORD50A	13	9	8	7	4	9	7	3
SNORD50B	48	29	42	27	18	32	21	20
SNORD51	18	15	18	14	6	13	10	6
SNORD52	99	59	90	79	54	74	60	57
SNORD53	1	2	3	1	0	1	0	0
SNORD54	24	16	9	13	13	15	13	12
SNORD55	250	109	188	186	91	124	111	78
SNORD56	31	15	28	32	21	27	22	16
SNORD56B	0	0	0	0	0	0	0	0
SNORD57	96	65	99	93	66	47	56	38
SNORD58A	60	38	59	67	37	34	43	23
SNORD58B	0	0	0	0	0	0	0	0
SNORD58C	70	30	80	60	32	62	42	44
SNORD59A	17	12	21	12	10	15	9	5
SNORD59B	12	5	13	9	12	6	6	5
SNORD6	21	9	16	7	7	7	12	5
SNORD60	14	15	17	18	10	9	10	9
SNORD61	1	0	0	0	0	1	0	0
SNORD62A	0	0	0	0	0	0	0	0
SNORD62B	0	0	0	0	0	0	0	0
SNORD63	17	17	17	19	10	14	12	12
SNORD64	0	0	0	0	0	0	0	0
SNORD65	39	17	33	35	20	35	22	23
SNORD66	1	1	4	5	1	0	2	0
SNORD67	12	4	7	3	2	4	0	1
SNORD68	164	71	217	200	94	66	49	56
SNORD69	23	10	25	34	5	13	12	10
SNORD7	6	1	19	9	8	21	7	9
SNORD70	0	0	0	1	0	0	0	0
SNORD71	1	0	2	1	1	2	0	0
SNORD72	18	4	11	8	4	7	6	4
SNORD73A	84	64	94	91	35	72	56	40
SNORD74	23	16	19	16	21	10	6	14
SNORD75	2	5	6	12	3	11	0	2
SNORD76	89	57	108	83	63	64	77	50
SNORD77	42	23	53	22	16	28	28	18
SNORD78	39	20	28	31	23	31	29	15
SNORD79	64	33	75	47	49	41	40	36
SNORD8	3	1	1	2	0	1	1	0
SNORD80	133	91	161	165	86	128	91	74
SNORD81	26	23	52	39	22	34	31	13
SNORD82	1	5	4	3	0	3	1	2
SNORD83A	32	14	23	17	11	12	20	12
SNORD83B	71	37	64	58	29	41	17	33
SNORD84	98	54	74	88	51	57	71	45
SNORD85	1	0	1	2	1	0	1	2
SNORD86	0	0	0	0	0	0	0	0
SNORD87	35	27	33	30	31	34	21	21
SNORD88A	11	6	16	13	5	14	7	7
SNORD88B	60	36	39	32	11	43	36	27
SNORD88C	23	19	19	18	8	20	9	12
SNORD89	22	12	16	20	10	17	13	13
SNORD9	5	3	6	1	2	3	2	1
SNORD90	0	0	1	0	0	2	0	0
SNORD91A	4	0	0	5	2	1	0	2
SNORD91B	3	0	0	4	1	1	0	1
SNORD92	0	0	1	0	0	1	0	0
SNORD93	2	0	6	1	2	4	3	2
SNORD94	23	7	13	16	9	12	4	5
SNORD95	31	13	25	25	17	19	24	9
